corpus,file,extension,size_bytes,entropy_bits_per_byte
D1,src_debugger_r.py,.py,12505,4.6203
D1,src_debughelpers.c,.c,7216,5.0475
D1,src_debugobj.py,.py,4323,4.5726
D1,src_debugobj_r.py,.py,1123,4.6601
D1,src_deccheck.py,.py,48545,4.6867
D1,src_decimal.py,.py,2935,5.194
D1,src_decimal.rst,.rst,84716,4.8436
D1,src_decoder.py,.py,13961,4.614
D1,src_decompressor.c,.c,21612,4.8057
D1,src_decompressor.c.h,.h,8058,5.2292
D1,src_decorator_mod.py,.py,171,4.3415
D1,src_deepfreeze.py,.py,21512,4.7293
D1,src_delegator.py,.py,1078,4.2365
D1,src_dep_util.py,.py,906,4.4687
D1,src_descriptor.rst,.rst,55146,4.7344
D1,src_descrobject.c,.c,73554,4.6547
D1,src_descrobject.c.h,.h,5310,5.192
D1,src_descrobject.h,.h,3304,5.2273
D1,src_design.rst,.rst,34396,4.6845
D1,src_development.rst,.rst,625,4.4487
D1,src_devmode.rst,.rst,7497,4.9177
D1,src_diagnose.py,.py,400,4.5511
D1,src_dialog.py,.py,1789,4.2736
D1,src_dialog.rst,.rst,13502,4.6763
D1,src_dict.c,.c,7170,5.1789
D1,src_dict.rst,.rst,27687,4.8265
D1,src_dictobject.c,.c,266220,5.1138
D1,src_dictobject.c.h,.h,9061,5.3055
D1,src_dictobject.h,.h,5105,5.2359
D1,src_diff.py,.py,2283,4.4772
D1,src_difflib.py,.py,87352,4.5345
D1,src_difflib.rst,.rst,31369,4.7748
D1,src_dis.py,.py,48040,4.5741
D1,src_dis.rst,.rst,64109,4.8841
D1,src_dis_module.py,.py,81,4.2944
D1,src_display.py,.py,6862,4.3845
D1,src_distribution.rst,.rst,435,4.4882
D1,src_distutils.rst,.rst,667,4.8574
D1,src_divmod_threshold.py,.py,1285,4.1949
D1,src_dl_nt.c,.c,844,4.7588
D1,src_dnd.py,.py,12698,4.517
D1,src_docstring.c,.c,6485,5.0005
D1,src_docstrings.py,.py,713,4.5947
D1,src_doctest.py,.py,115872,4.5397
D1,src_doctest.rst,.rst,75168,4.7174
D1,src_doctest_aliases.py,.py,253,4.1238
D1,src_doctest_lineno.py,.py,2141,4.6763
D1,src_domreg.py,.py,3550,4.6495
D1,src_doscript.h,.h,240,4.8929
D1,src_double_const.py,.py,1242,4.9904
D1,src_dsl_parser.py,.py,65652,4.3936
D1,src_dtoa.c,.c,83233,4.6463
D1,src_dumb.py,.py,13051,4.4568
D1,src_dummy.py,.py,51,4.1455
D1,src_dump.py,.py,4488,4.7673
D1,src_dunder_lazy_import.py,.py,62,4.3483
D1,src_dunder_lazy_import_builtins.py,.py,298,4.6727
D1,src_dunder_lazy_import_used.py,.py,110,4.211
D1,src_dup2.c,.c,967,4.7555
D1,src_dyld.py,.py,5189,4.901
D1,src_dylib.py,.py,1002,4.8284
D1,src_dynamic_annotations.c,.c,6905,4.7962
D1,src_dynamic_annotations.h,.h,22991,5.1048
D1,src_dynload_hpux.c,.c,2258,4.918
D1,src_dynload_shlib.c,.c,3511,5.114
D1,src_dynload_stub.c,.c,202,4.904
D1,src_dynload_win.c,.c,14638,4.8013
D1,src_dynoption.py,.py,2050,4.7728
D1,src_eager_import_func.py,.py,85,4.3458
D1,src_echo.py,.py,156,4.108
D1,src_echo2.py,.py,129,4.7543
D1,src_echo3.py,.py,287,4.3394
D1,src_editor.py,.py,69340,4.4226
D1,src_editors.rst,.rst,949,4.8674
D1,src_eggs.py,.py,0,0.0
D1,src_ElementInclude.py,.py,7138,4.8385
D1,src_ElementPath.py,.py,14658,4.5018
D1,src_ElementTree.py,.py,77663,4.4122
D1,src_email-alternative.py,.py,1784,4.9947
D1,src_email-dir.py,.py,3150,4.4485
D1,src_email-headers.py,.py,1000,4.8002
D1,src_email-mime.py,.py,874,4.6809
D1,src_email-read-alternative.py,.py,2985,4.7535
D1,src_email-simple.py,.py,607,4.7503
D1,src_email-unpack.py,.py,1639,4.5216
D1,src_email.charset.rst,.rst,8027,4.5838
D1,src_email.compat32-message.rst,.rst,33649,4.5485
D1,src_email.contentmanager.rst,.rst,9392,4.548
D1,src_email.encoders.rst,.rst,2996,4.6801
D1,src_email.errors.rst,.rst,5031,4.6536
D1,src_email.examples.rst,.rst,1923,4.6871
D1,src_email.generator.rst,.rst,13797,4.6766
D1,src_email.header.rst,.rst,10026,4.6674
D1,src_email.headerregistry.rst,.rst,18602,4.5308
D1,src_email.iterators.rst,.rst,2798,4.578
D1,src_email.message.rst,.rst,33227,4.5322
D1,src_email.mime.rst,.rst,11704,4.7286
D1,src_email.parser.rst,.rst,14134,4.6978
D1,src_email.policy.rst,.rst,28666,4.6219
D1,src_email.rst,.rst,6446,4.6686
D1,src_email.utils.rst,.rst,9774,4.6899
D1,src_embedding.rst,.rst,13245,4.831
D1,src_emscripten_signal.c,.c,1566,5.2739
D1,src_emscripten_syscalls.c,.c,12687,4.7707
D1,src_emscripten_trampoline.c,.c,5291,4.9207
D1,src_emscripten_trampoline_inner.c,.c,1484,5.0647
D1,src_emu_jisx0213_2000.h,.h,2831,3.9192
D1,src_encoder.py,.py,17645,4.2923
D1,src_encoders.py,.py,1838,4.8236
D1,src_ensurepip.rst,.rst,5205,4.5582
D1,src_entities.py,.py,78025,4.8344
D1,src_enum.py,.py,89473,4.2625
D1,src_enum.rst,.rst,35562,4.7562
D1,src_enumobject.c,.c,19267,4.7642
D1,src_enumobject.c.h,.h,3359,5.2681
D1,src_enumobject.h,.h,270,5.1248
D1,src_eq.h,.h,666,5.0034
D1,src_errcode.h,.h,2019,4.7519
D1,src_errmap.h,.h,5275,4.2881
D1,src_errno.rst,.rst,10356,4.8284
D1,src_errnomodule.c,.c,29660,5.2253
D1,src_error.py,.py,2484,4.6433
D1,src_errors.c,.c,60792,4.8425
D1,src_errors.py,.py,1823,4.5818
D1,src_errors.rst,.rst,24533,4.6987
D1,src_escapes.py,.py,598,5.5646
D1,src_etw.h,.h,37095,5.3122
D1,src_euc_jis_2004.py,.py,1752,4.4176
D1,src_euc_jisx0213.py,.py,1752,4.4171
D1,src_euc_jp.py,.py,1728,4.3862
D1,src_euc_kr.py,.py,1104,4.5225
D1,src_eval.c,.c,2524,5.1749
D1,src_events.py,.py,27106,4.4893
D1,src_example_trace_dump.py,.py,4008,4.2818
D1,src_exceptions.c,.c,142645,5.017
D1,src_exceptions.c.h,.h,12753,5.284
D1,src_exceptions.py,.py,1814,4.6646
D1,src_exceptions.rst,.rst,40207,4.6133
D1,src_executionmodel.rst,.rst,24445,4.6005
D1,src_executor.py,.py,11025,4.6438
D1,src_executor_cases.c.h,.h,1049585,4.6743
D1,src_expat.h,.h,46327,4.9832
D1,src_expat.py,.py,256,4.6297
D1,src_expat_config.h,.h,692,5.3729
D1,src_expat_external.h,.h,6489,5.0776
D1,src_expatbuilder.py,.py,36655,4.5165
D1,src_expatreader.py,.py,16738,4.4081
D1,src_exports.h,.h,4471,5.0159
D1,src_expressions.rst,.rst,102775,4.753
D1,src_extending.rst,.rst,10144,4.8421
D1,src_extension-modules.rst,.rst,13238,4.8623
D1,src_extension.c,.c,4253,5.3424
D1,src_Extras.install.py,.py,1675,4.4473
D1,src_fallthrough.h,.h,2110,4.6987
D1,src_fancy_termios.py,.py,2648,4.9822
D1,src_fancycompleter.py,.py,7235,4.4434
D1,src_fastsearch.h,.h,27952,4.5566
D1,src_faulthandler.c,.c,43905,5.0562
D1,src_faulthandler.c.h,.h,23985,5.2391
D1,src_faulthandler.rst,.rst,11488,5.0617
D1,src_fcntl.rst,.rst,11304,4.9081
D1,src_fcntlmodule.c,.c,28672,5.013
D1,src_fcntlmodule.c.h,.h,8671,5.0368
D1,src_fd_status.py,.py,892,4.5375
D1,src_feedparser.py,.py,23400,4.1416
D1,src_file.c,.c,3053,5.1876
D1,src_file.c.h,.h,2488,5.2201
D1,src_file.rst,.rst,5901,4.8166
D1,src_file_tokenizer.c,.c,14821,4.7639
D1,src_filecmp.py,.py,10972,4.5342
D1,src_filecmp.rst,.rst,6093,4.6483
D1,src_filedialog.py,.py,24471,4.6224
D1,src_fileformats.rst,.rst,288,4.3462
D1,src_fileinput.py,.py,16159,4.3281
D1,src_fileinput.rst,.rst,9006,4.6539
D1,src_fileio.c,.c,37897,4.9705
D1,src_fileio.c.h,.h,17369,5.2862
D1,src_filelist.py,.py,4048,4.2248
D1,src_fileloc.py,.py,375,4.6299
D1,src_fileobject.c,.c,16241,4.6445
D1,src_fileobject.h,.h,1398,5.3346
D1,src_filesets.py,.py,2769,4.2976
D1,src_FileSettings.h,.h,1949,4.8297
D1,src_filesys.rst,.rst,929,4.5238
D1,src_fileutils.c,.c,91934,4.9188
D1,src_fileutils.h,.h,1479,5.2688
D1,src_filter.py,.py,2530,4.3581
D1,src_final_a.py,.py,454,4.6066
D1,src_final_b.py,.py,454,4.5986
D1,src_find.h,.h,1969,4.9415
D1,src_find_max_char.h,.h,4023,4.9287
D1,src_findtests.py,.py,3881,4.3889
D1,src_first-extension-module.rst,.rst,22432,4.8839
D1,src_first_sets.py,.py,4455,4.4521
D1,src_fix_encoding.py,.py,988,4.9274
D1,src_fixtures.py,.py,11953,4.5573
D1,src_flag.py,.py,43,4.3129
D1,src_float.c,.c,2020,5.2001
D1,src_float.c.h,.h,2372,5.1704
D1,src_float.rst,.rst,8130,5.0154
D1,src_floatingpoint.rst,.rst,12900,4.9384
D1,src_floatobject.c,.c,66708,4.8403
D1,src_floatobject.c.h,.h,9415,5.32
D1,src_floatobject.h,.h,1562,4.9722
D1,src_flowgraph.c,.c,141242,4.8501
D1,src_fnmatch.py,.py,7000,4.428
D1,src_fnmatch.rst,.rst,4329,4.7674
D1,src_font.py,.py,9268,4.4423
D1,src_fontchooser.py,.py,4075,4.3124
D1,src_forest.py,.py,2950,4.5775
D1,src_fork_wait.py,.py,2429,4.4879
D1,src_forkserver.py,.py,19080,4.1269
D1,src_format.py,.py,16203,4.4225
D1,src_format_helpers.py,.py,2811,4.6091
D1,src_formathelper.py,.py,11886,5.0889
D1,src_formatting.py,.py,8369,4.5787
D1,src_fractalcurves.py,.py,3553,4.5605
D1,src_fractions.py,.py,42564,4.4849
D1,src_fractions.rst,.rst,9682,4.7417
D1,src_frame.c,.c,5523,5.1182
D1,src_frame.rst,.rst,6968,4.8618
D1,src_frame_cache.c,.c,12959,4.873
D1,src_frameobject.c,.c,74934,4.8541
D1,src_frameobject.c.h,.h,13171,5.2904
D1,src_frameobject.h,.h,356,5.1668
D1,src_frames.c,.c,25211,4.7968
D1,src_framework.py,.py,1147,4.8842
D1,src_frameworks.rst,.rst,411,4.7889
D1,src_free-threading-extensions.rst,.rst,18631,5.0002
D1,src_free-threading-python.rst,.rst,12735,4.7557
D1,src_freeze.py,.py,17514,4.4629
D1,src_freeze_modules.py,.py,22311,4.6831
D1,src_freeze_test_frozenmain.py,.py,1298,4.8532
D1,src_from_cycle1.py,.py,35,4.1614
D1,src_from_cycle2.py,.py,35,4.1043
D1,src_frozen.c,.c,7223,4.9192
D1,src_frozen_dllmain.c,.c,4120,5.0319
D1,src_frozenmain.c,.c,2287,4.9237
D1,src_fstar_uint128_struct_endianness.h,.h,1726,5.2296
D1,src_FStar_UInt128_Verified.h,.h,9666,5.0344
D1,src_FStar_UInt_8_16_32_64.h,.h,6564,4.9514
D1,src_fsutil.py,.py,14449,4.5162
D1,src_ftplib.py,.py,36187,4.5232
D1,src_ftplib.rst,.rst,21016,4.7052
D1,src_ftscalingbench.py,.py,12562,4.8612
D1,src_funcobject.c,.c,65593,4.9154
D1,src_funcobject.c.h,.h,10196,5.2483
D1,src_funcobject.h,.h,7350,5.164
D1,src_function.c,.c,3898,4.9829
D1,src_function.py,.py,11219,4.7374
D1,src_function.rst,.rst,8271,4.8813
D1,src_functional.py,.py,7702,4.3241
D1,src_functional.rst,.rst,365,4.2723
D1,src_functions.rst,.rst,98596,4.6728
D1,src_functools.py,.py,44996,4.5274
D1,src_functools.rst,.rst,31998,4.6414
D1,src_future.c,.c,4113,4.5413
D1,src_futures.py,.py,17446,4.5155
D1,src_fuzzer.c,.c,24242,5.1191
D1,src_fwdref_module.py,.py,129,4.8197
D1,src_gb18030.py,.py,1108,4.5855
D1,src_gb2312.py,.py,1728,4.3618
D1,src_gbk.py,.py,1716,4.2993
D1,src_gc.c,.c,76961,4.8703
D1,src_gc.py,.py,168,4.0587
D1,src_gc.rst,.rst,13002,4.6803
D1,src_gc_free_threading.c,.c,93646,4.9241
D1,src_gc_gil.c,.c,505,4.8729
D1,src_gc_inspection.py,.py,1124,4.7124
D1,src_gc_stats.c,.c,5167,4.5848
D1,src_gc_stats.h,.h,663,4.6325
D1,src_gcc.py,.py,8982,4.5204
D1,src_gcmodule.c,.c,17262,5.1679
D1,src_gcmodule.c.h,.h,16429,5.2559
D1,src_gcsupport.rst,.rst,19800,4.8463
D1,src_gdb_helpers.rst,.rst,23629,5.0727
D1,src_gdb_jit_sample.py,.py,699,4.8424
D1,src_gdb_sample.py,.py,168,4.405
D1,src_gecko_collector.py,.py,39538,4.5156
D1,src_gen.rst,.rst,3446,4.8636
D1,src_gen_expat_table.py,.py,3165,4.3668
D1,src_gencjkcodecs.py,.py,2082,4.799
D1,src_gencodec.py,.py,12749,4.5806
D1,src_general.rst,.rst,20130,4.8175
D1,src_generate-build-details.py,.py,8270,4.9817
D1,src_generate_global_objects.py,.py,15376,4.7887
D1,src_generate_levenshtein_examples.py,.py,2488,4.8761
D1,src_generate_re_casefix.py,.py,2813,4.5609
D1,src_generate_sbom.py,.py,15439,4.8078
D1,src_generate_slots.py,.py,13853,4.6129
D1,src_generate_sre_constants.py,.py,2305,4.9571
D1,src_generate_stdlib_module_names.py,.py,4441,4.8414
D1,src_generate_token.py,.py,8922,4.9488
D1,src_generated_cases.c.h,.h,600928,4.4305
D1,src_generator.py,.py,21933,4.4554
D1,src_generators_common.py,.py,25865,4.4107
D1,src_genericaliasobject.c,.c,32058,4.8086
D1,src_genericaliasobject.h,.h,348,5.3541
D1,src_genericpath.py,.py,7058,4.6958
D1,src_genmap_japanese.py,.py,10558,4.9755
D1,src_genmap_korean.py,.py,2107,5.1033
D1,src_genmap_schinese.py,.py,5348,5.1513
D1,src_genmap_support.py,.py,6396,4.4793
D1,src_genmap_tchinese.py,.py,8963,5.0381
D1,src_genobject.c,.c,91807,4.7832
D1,src_genobject.h,.h,1677,5.2089
D1,src_genwincodec.py,.py,1799,4.7381
D1,src_get_external.py,.py,6471,4.6262
D1,src_getaddrinfo.c,.c,19694,4.8127
D1,src_getargs.c,.c,95805,4.4334
D1,src_getbuildinfo.c,.c,1615,5.0681
D1,src_getcompiler.c,.c,625,5.0914
D1,src_getcopyright.c,.c,529,5.0608
D1,src_getnameinfo.c,.c,6383,5.1007
D1,src_getopt.c,.c,4830,4.8591
D1,src_getopt.py,.py,8323,4.5403
D1,src_getopt.rst,.rst,9328,4.6935
D1,src_getpass.py,.py,16651,4.5167
D1,src_getpass.rst,.rst,3364,4.7707
D1,src_getpath.c,.c,27651,5.0396
D1,src_getpath.py,.py,38189,4.845
D1,src_getpath_noop.c,.c,277,4.8201
D1,src_getplatform.c,.c,145,4.9174
D1,src_gettext.py,.py,22303,4.5204
D1,src_gettext.rst,.rst,25014,4.7422
D1,src_getversion.c,.c,754,5.0672
D1,src_glob.py,.py,20636,4.3835
D1,src_glob.rst,.rst,7714,4.8219
D1,src_global_filter.py,.py,283,4.497
D1,src_global_filter_from.py,.py,312,4.507
D1,src_global_filter_from_true.py,.py,343,4.5393
D1,src_global_filter_true.py,.py,314,4.5311
D1,src_global_on.py,.py,97,4.3241
D1,src_globals_access.py,.py,234,4.6998
D1,src_glossary.rst,.rst,81837,4.4618
D1,src_glossary_search.py,.py,1830,4.7604
D1,src_gnu.py,.py,75,4.3019
D1,src_good_getattr.py,.py,209,4.602
D1,src_grammar.py,.py,9401,4.5615
D1,src_grammar.rst,.rst,995,4.6271
D1,src_grammar_parser.py,.py,19433,4.0249
D1,src_grammar_snippet.py,.py,9631,4.4746
D1,src_grammar_visualizer.py,.py,1954,4.6005
D1,src_graph.py,.py,8954,4.3824
D1,src_graphlib.py,.py,12791,4.3652
D1,src_graphlib.rst,.rst,9019,4.5218
D1,src_grep.py,.py,8051,4.4856
D1,src_grp.rst,.rst,2327,4.5495
D1,src_grpmodule.c,.c,10856,5.1239
D1,src_grpmodule.c.h,.h,4551,5.3303
D1,src_gui.rst,.rst,2700,4.9027
D1,src_gzip.py,.py,27334,4.5139
D1,src_gzip.rst,.rst,12522,4.7477
D1,src_Hacl_Hash_Blake2b.c,.c,50569,5.0244
D1,src_Hacl_Hash_Blake2b.h,.h,8097,5.1333
D1,src_Hacl_Hash_Blake2b_Simd256.c,.c,56150,5.1664
D1,src_Hacl_Hash_Blake2b_Simd256.h,.h,7994,5.1953
D1,src_Hacl_Hash_Blake2b_Simd256_universal2.c,.c,785,4.9652
D1,src_Hacl_Hash_Blake2s.c,.c,49616,5.0128
D1,src_Hacl_Hash_Blake2s.h,.h,7666,5.1254
D1,src_Hacl_Hash_Blake2s_Simd128.c,.c,55154,5.1519
D1,src_Hacl_Hash_Blake2s_Simd128.h,.h,7991,5.1783
D1,src_Hacl_Hash_Blake2s_Simd128_universal2.c,.c,737,4.9223
D1,src_Hacl_Hash_MD5.c,.c,42124,5.0342
D1,src_Hacl_Hash_MD5.h,.h,2314,5.3712
D1,src_Hacl_Hash_SHA1.c,.c,16350,5.073
D1,src_Hacl_Hash_SHA1.h,.h,2326,5.3603
D1,src_Hacl_Hash_SHA2.c,.c,45848,5.0811
D1,src_Hacl_Hash_SHA2.h,.h,7131,5.1584
D1,src_Hacl_Hash_SHA3.c,.c,75079,5.0083
D1,src_Hacl_Hash_SHA3.h,.h,5378,5.2321
D1,src_Hacl_HMAC.c,.c,47060,5.0889
D1,src_Hacl_HMAC.h,.h,6122,5.1482
D1,src_Hacl_Impl_Blake2_Constants.h,.h,2916,5.3562
D1,src_Hacl_Streaming_HMAC.c,.c,71424,4.9427
D1,src_Hacl_Streaming_HMAC.h,.h,4061,5.23
D1,src_Hacl_Streaming_Types.h,.h,2667,5.3254
D1,src_hamt.c,.c,82390,4.6985
D1,src_handler.py,.py,16248,4.5969
D1,src_handlers.py,.py,22478,4.5869
D1,src_has_key.py,.py,5836,4.9654
D1,src_hash.c,.c,2397,5.1201
D1,src_hash.rst,.rst,4597,4.8956
D1,src_hashlib.h,.h,6973,4.425
D1,src_hashlib.py,.py,12200,4.8385
D1,src_hashlib.rst,.rst,31649,5.1304
D1,src_hashlib_helper.py,.py,39768,4.8208
D1,src_hashtable.c,.c,12038,5.0065
D1,src_header.py,.py,25041,4.3912
D1,src_headerregistry.py,.py,21818,4.4671
D1,src_headers.py,.py,7557,4.5106
D1,src_heap.c,.c,24327,5.0586
D1,src_heap.py,.py,11768,4.4691
D1,src_heapq.py,.py,24009,4.5832
D1,src_heapq.rst,.rst,17018,4.655
D1,src_heaptype.c,.c,44526,5.1421
D1,src_heaptype_relative.c,.c,14488,5.0454
D1,src_heaptype_relative.c.h,.h,1970,4.9508
D1,src_heatmap_collector.py,.py,49669,4.5279
D1,src_hello.py,.py,25,4.0235
D1,src_help.py,.py,14029,4.6205
D1,src_help_about.py,.py,9234,4.7167
D1,src_helpers.c,.c,18629,4.732
D1,src_helpers.h,.h,1711,4.865
D1,src_helpers.py,.py,6544,4.6956
D1,src_hex_codec.py,.py,1563,4.6609
D1,src_historical_reader.py,.py,13712,4.6224
D1,src_history.py,.py,4171,4.2751
D1,src_hmac.py,.py,10427,4.553
D1,src_hmac.rst,.rst,4966,4.7499
D1,src_hmacmodule.c,.c,52435,5.1462
D1,src_hmacmodule.c.h,.h,19661,5.4249
D1,src_hp_roman8.py,.py,13789,4.6079
D1,src_htest.py,.py,15749,4.6769
D1,src_html.entities.rst,.rst,1288,4.8078
D1,src_html.parser.rst,.rst,12253,4.8346
D1,src_html.rst,.rst,1410,4.8638
D1,src_http.client.rst,.rst,23874,4.8241
D1,src_http.cookiejar.rst,.rst,28972,4.8019
D1,src_http.cookies.rst,.rst,10607,4.8293
D1,src_http.rst,.rst,11406,4.9609
D1,src_http.server.rst,.rst,24980,4.652
D1,src_hyperparser.py,.py,13201,4.3073
D1,src_hypothesis_helper.py,.py,2145,4.6401
D1,src_hz.py,.py,1088,4.5137
D1,src_i18n.rst,.rst,408,4.4009
D1,src_i18n_helper.py,.py,2094,4.7605
D1,src_iasciitab.h,.h,3657,4.9272
D1,src_identifiers.py,.py,1080,4.705
D1,src_idle.py,.py,468,4.7554
D1,src_idle.rst,.rst,41076,4.7094
D1,src_idlemain.py,.py,2873,4.976
D1,src_idna.py,.py,13704,4.3732
D1,src_image.py,.py,3873,4.8576
D1,src_imaplib.py,.py,87551,4.6305
D1,src_imaplib.rst,.rst,34621,4.8541
D1,src_imghdr.rst,.rst,726,4.8206
D1,src_immortal.c,.c,1926,5.0729
D1,src_imp.rst,.rst,611,4.8343
D1,src_implementation_detail.py,.py,1376,4.6934
D1,src_import.c,.c,179506,4.9239
D1,src_import.c.h,.h,19401,5.302
D1,src_import.h,.h,3606,5.2128
D1,src_import.rst,.rst,43915,4.6727
D1,src_import_cycle.py,.py,85,4.0783
D1,src_import_helper.py,.py,16044,4.5407
D1,src_import_nested_scope_twice.py,.py,240,4.6317
D1,src_import_warning.py,.py,92,4.5772
D1,src_importbench.py,.py,9372,4.5412
D1,src_importdl.c,.c,17482,4.8956
D1,src_importlib.metadata.rst,.rst,28644,4.8506
D1,src_importlib.resources.abc.rst,.rst,6606,4.4886
D1,src_importlib.resources.rst,.rst,10280,4.6839
D1,src_importlib.rst,.rst,56879,4.6531
D1,src_improve-page-nojs.rst,.rst,1119,4.7009
D1,src_improve-page.rst,.rst,2708,4.9594
D1,src_index.rst,.rst,863,4.6484
D1,src_index_pool.c,.c,4881,4.8961
D1,src_indirect.py,.py,29,3.9354
D1,src_infinite_loop_re.py,.py,669,5.4075
D1,src_info.py,.py,50320,4.3949
D1,src_init.c,.c,25804,5.1948
D1,src_init.rst,.rst,292,4.3824
D1,src_init_config.rst,.rst,76638,4.8376
D1,src_initconfig.c,.c,150545,5.2284
D1,src_initconfig.h,.h,10362,5.0573
D1,src_input.py,.py,3935,4.8389
D1,src_input1.py,.py,160,4.5194
D1,src_input2.py,.py,74,4.1488
D1,src_input3.py,.py,103,3.2398
D1,src_input4.py,.py,62,4.1031
D1,src_input5.py,.py,164,4.3881
D1,src_input6.py,.py,142,4.6352
D1,src_input_reader.py,.py,137,4.2716
D1,src_inputoutput.rst,.rst,20900,4.8645
D1,src_inspect.py,.py,135076,4.5639
D1,src_inspect.rst,.rst,77946,4.3859
D1,src_inspect_deferred_annotations.py,.py,32,3.757
D1,src_inspect_fodder.py,.py,2236,4.5612
D1,src_inspect_fodder2.py,.py,6204,4.748
D1,src_inspect_fodder3.py,.py,940,4.5101
D1,src_inspect_stock_annotations.py,.py,537,4.5554
D1,src_inspect_stringized_annotations.py,.py,646,4.616
D1,src_inspect_stringized_annotations_2.py,.py,63,4.2744
D1,src_inspect_stringized_annotations_pep695.py,.py,1745,4.7283
D1,src_installed.rst,.rst,2332,4.6697
D1,src_instance.py,.py,341,4.2255
D1,src_instruction_sequence.c,.c,14493,4.948
D1,src_instruction_sequence.c.h,.h,10068,5.252
D1,src_instrumentation.c,.c,111028,5.0658
D1,src_instrumentation.c.h,.h,9258,5.1113
D1,src_instrumentation.rst,.rst,17851,5.0273
D1,src_interactive.rst,.rst,2432,4.7293
D1,src_internal.h,.h,7522,5.2066
D1,src_internet.rst,.rst,929,4.4328
D1,src_interp-lifecycle.rst,.rst,36113,4.799
D1,src_interpconfig.c,.c,8502,4.2511
D1,src_interpolationobject.c,.c,7395,5.0804
D1,src_interpolationobject.c.h,.h,3139,5.1391
D1,src_interpreter.c,.c,5654,5.1466
D1,src_interpreter.py,.py,4147,4.2513
D1,src_interpreter.rst,.rst,6480,4.7806
D1,src_interpreters.c,.c,2495,4.3737
D1,src_intrcheck.h,.h,558,5.3797
D1,src_intrinsics.c,.c,10810,5.0373
D1,src_intro.rst,.rst,8584,4.7197
D1,src_introduction.rst,.rst,19188,4.8173
D1,src_invalid_parameter_handler.c,.c,571,4.969
D1,src_io.py,.py,4886,4.9045
D1,src_io.rst,.rst,50796,4.6944
D1,src_iobase.c,.c,29796,5.0204
D1,src_iobase.c.h,.h,12887,5.2849
D1,src_iomenu.py,.py,18163,4.2511
D1,src_ios.rst,.rst,16912,4.8132
D1,src_ipaddress.py,.py,85323,4.528
D1,src_ipaddress.rst,.rst,39955,4.9455
D1,src_ipc.rst,.rst,643,4.3731
D1,src_iso2022_jp.py,.py,1130,4.6097
D1,src_iso2022_jp_1.py,.py,1138,4.6333
D1,src_iso2022_jp_2.py,.py,1138,4.62
D1,src_iso2022_jp_2004.py,.py,1150,4.6531
D1,src_iso2022_jp_3.py,.py,1138,4.6333
D1,src_iso2022_jp_ext.py,.py,1146,4.6382
D1,src_iso2022_kr.py,.py,1130,4.5955
D1,src_iso8859_1.py,.py,13483,4.5711
D1,src_iso8859_10.py,.py,13896,4.5919
D1,src_iso8859_11.py,.py,12642,4.6216
D1,src_iso8859_13.py,.py,13578,4.6143
D1,src_iso8859_14.py,.py,13959,4.5841
D1,src_iso8859_15.py,.py,13519,4.5666
D1,src_iso8859_16.py,.py,13864,4.5968
D1,src_iso8859_2.py,.py,13711,4.5943
D1,src_iso8859_3.py,.py,13396,4.5972
D1,src_iso8859_4.py,.py,13683,4.5899
D1,src_iso8859_5.py,.py,13322,4.6192
D1,src_iso8859_6.py,.py,11140,4.63
D1,src_iso8859_7.py,.py,13151,4.649
D1,src_iso8859_8.py,.py,11343,4.6217
D1,src_iso8859_9.py,.py,13463,4.5694
D1,src_isolating-extensions.rst,.rst,23045,4.8966
D1,src_isolation.py,.py,14997,4.5388
D1,src_issue_role.py,.py,2322,4.7783
D1,src_iter.rst,.rst,2013,4.8205
D1,src_iterator.rst,.rst,3786,4.8166
D1,src_iterators.py,.py,2192,4.7166
D1,src_iterobject.c,.c,18333,4.5056
D1,src_iterobject.h,.h,549,5.235
D1,src_itertools.rst,.rst,71194,4.7862
D1,src_itertoolsmodule.c,.c,123335,5.0687
D1,src_itertoolsmodule.c.h,.h,29885,5.1657
D1,src_iterutil.py,.py,1119,3.8693
D1,src_jit.c,.c,26427,5.2193
D1,src_jit.h,.h,763,5.0004
D1,src_jit_publish.c,.c,3977,5.0409
D1,src_jit_unwind.c,.c,43220,5.1199
D1,src_johab.py,.py,1724,4.3503
D1,src_join.h,.h,5101,4.605
D1,src_json.rst,.rst,31743,4.8668
D1,src_jsonl_collector.py,.py,9143,4.589
D1,src_keymap.py,.py,6673,4.5732
D1,src_keyword.py,.py,1150,4.5747
D1,src_keyword.rst,.rst,1148,4.7181
D1,src_keywordgen.py,.py,2215,4.7955
D1,src_koi8_r.py,.py,14086,4.6962
D1,src_koi8_t.py,.py,13501,4.6644
D1,src_koi8_u.py,.py,14069,4.6895
D1,src_kz1048.py,.py,14030,4.5722
D1,src_language.py,.py,3268,4.2835
D1,src_language.rst,.rst,494,4.4869
D1,src_latin1tab.h,.h,3639,4.7753
D1,src_latin_1.py,.py,1314,4.7248
D1,src_layout.py,.py,8808,4.361
D1,src_lazy_class_body.py,.py,95,4.289
D1,src_lazy_compat_from.py,.py,183,4.6872
D1,src_lazy_future_import.py,.py,41,4.034
D1,src_lazy_get_value.py,.py,129,4.6823
D1,src_lazy_import_func.py,.py,31,3.8845
D1,src_lazy_import_pkg.py,.py,90,4.2595
D1,src_lazy_try_except.py,.py,46,3.8826
D1,src_lazy_try_except_from.py,.py,55,3.9398
D1,src_lazy_try_except_from_star.py,.py,24,3.6683
