corpus,config,kem,replicate,seed,file,extension,family,route,size_bytes,payload_bytes,cipher_bytes,entropy_bits_per_byte,t_io_ms,t_entropy_ms,t_compress_ms,t_kem_keygen_ms,t_kem_encaps_ms,t_kem_decaps_ms,t_kdf_ms,t_aes_encrypt_ms,t_aes_decrypt_ms,t_total_ms,verified,timestamp
D2,B,python,0,20260801,d2_000016.log,.log,low,none,22690,22690,22706,5.1487,0.3018,0.0003,0.0004,4.3873,5.5329,8.1162,0.0587,0.0141,0.0,19.3183,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000017.log,.log,low,none,447318,447318,447334,5.1505,0.7083,0.0003,0.0006,4.4353,5.6137,7.4177,0.0552,0.1432,0.0,21.0193,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000018.log,.log,low,none,627026,627026,627042,5.1504,0.8237,0.0004,0.001,4.5083,6.2148,7.2297,0.0518,0.2626,0.0,21.7432,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000019.log,.log,low,none,311534,311534,311550,5.1454,0.616,0.0003,0.0003,5.0424,5.5909,7.8014,0.0508,0.2153,0.0,21.9727,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000020.log,.log,low,none,522148,522148,522164,5.142,0.8823,0.0003,0.0007,4.8019,5.7124,7.2259,0.0494,0.3026,0.0,21.6236,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000021.log,.log,low,none,175894,175894,175910,5.1502,0.5086,0.0003,0.0007,4.5045,5.5465,7.2985,0.0508,0.0566,0.0,20.5883,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000022.log,.log,low,none,643408,643408,643424,5.1486,0.9947,0.0003,0.0008,4.5277,5.665,7.5088,0.0536,0.284,0.0,21.8006,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000023.log,.log,low,none,611604,611604,611620,5.1491,1.0814,0.0005,0.0005,4.669,5.8303,7.4667,0.0587,0.4246,0.0,22.2468,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000024.log,.log,low,none,158447,158447,158463,5.1463,0.6039,0.0006,0.0004,4.4832,5.6688,7.3076,0.0498,0.1131,0.0,20.9073,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000025.log,.log,low,none,638662,638662,638678,5.1453,0.9294,0.0003,0.0006,4.4256,5.5948,7.3781,0.0533,0.4409,0.0,21.5438,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000026.log,.log,low,none,490654,490654,490670,5.1487,0.8048,0.0004,0.0007,4.5647,5.7106,7.5315,0.0513,0.3249,0.0,21.7036,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000027.log,.log,low,none,424441,424441,424457,5.1444,0.7525,0.0003,0.0005,4.6053,5.6989,7.4229,0.0524,0.1249,0.0,21.3889,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000028.log,.log,low,none,655443,655443,655459,5.1504,0.8232,0.0003,0.0004,4.5634,5.6313,7.3547,0.0475,0.4499,0.0,21.5588,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000029.log,.log,low,none,408924,408924,408940,5.1439,0.7512,0.0003,0.0005,4.5036,5.631,7.3821,0.0507,0.138,0.0,21.87,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000030.log,.log,low,none,84429,84429,84445,5.1456,0.3876,0.0003,0.0004,4.4798,5.5035,7.2333,0.0517,0.0311,0.0,20.4318,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000031.log,.log,low,none,92749,92749,92765,5.1457,0.4551,0.0006,0.0003,4.5912,6.5663,7.3989,0.058,0.0376,0.0,21.7708,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000032.log,.log,low,none,297255,297255,297271,5.1492,0.6375,0.0005,0.0006,4.6381,5.7542,7.7257,0.063,0.1169,0.0,21.9676,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000033.log,.log,low,none,509288,509288,509304,5.1514,0.7063,0.0004,0.0004,4.5998,5.7195,7.4298,0.0536,0.1648,0.0,21.3471,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000034.log,.log,low,none,519109,519109,519125,5.1449,0.7391,0.0006,0.0005,4.5806,6.3153,7.263,0.05,0.148,0.0,21.7386,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000035.log,.log,low,none,458714,458714,458730,5.1461,0.8229,0.0003,0.0005,4.5713,5.5215,7.8177,0.0524,0.1338,0.0,21.5912,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000036.log,.log,low,none,638584,638584,638600,5.1438,0.9539,0.0004,0.0006,4.6772,5.6837,7.4899,0.0696,0.269,0.0,21.8235,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000037.log,.log,low,none,498123,498123,498139,5.1472,1.0052,0.0008,0.0004,4.5577,6.2382,7.3297,0.051,0.3143,0.0,22.1537,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000038.log,.log,low,none,597439,597439,597455,5.1518,0.9318,0.0004,0.0004,4.4597,5.5672,7.8884,0.0509,0.2411,0.0,21.783,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000039.log,.log,low,none,432426,432426,432442,5.148,0.8724,0.0007,0.0006,4.4382,5.4971,7.1907,0.049,0.2599,0.0,20.9432,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000040.log,.log,low,none,626063,626063,626079,5.1448,0.9303,0.0103,0.0003,5.0364,5.6359,7.484,0.0547,0.321,0.0,22.1625,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000041.log,.log,low,none,342511,342511,342527,5.1511,0.7422,0.0006,0.0004,4.6039,5.7915,9.1154,0.0523,0.2245,0.0,23.1896,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000042.log,.log,low,none,180637,180637,180653,5.1419,0.545,0.0006,0.0004,4.487,5.6043,7.1774,0.0486,0.0579,0.0,20.566,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000043.log,.log,low,none,458858,458858,458874,5.1555,0.7383,0.0003,0.0003,5.2056,5.5459,7.2009,0.0516,0.2914,0.0,21.6326,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000044.log,.log,low,none,268514,268514,268530,5.1464,0.716,0.0005,0.0004,4.5854,5.5646,8.1219,0.0547,0.0853,0.0,21.8055,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000045.log,.log,low,none,487308,487308,487324,5.147,0.8806,0.0003,0.0004,4.5318,5.7786,7.4364,0.0611,0.1815,0.0,21.559,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000046.log,.log,low,none,150548,150548,150564,5.1476,0.5012,0.0009,0.0004,5.2093,5.5704,7.2434,0.0522,0.05,0.0,21.2814,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000047.log,.log,low,none,83670,83670,83686,5.1526,0.3802,0.0003,0.0005,4.4431,5.508,7.995,0.0512,0.0334,0.0,21.0648,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000048.log,.log,low,none,88642,88642,88658,5.1501,0.3557,0.0007,0.0006,4.4506,5.5773,7.2417,0.0507,0.0343,0.0,20.3438,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000049.log,.log,low,none,343547,343547,343563,5.1466,0.6087,0.0003,0.0005,5.083,5.5325,7.3032,0.0528,0.1013,0.0,21.3283,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000050.log,.log,low,none,177509,177509,177525,5.1525,0.4541,0.0003,0.0005,4.5298,5.5807,7.8975,0.0549,0.0607,0.0,21.2766,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000051.log,.log,low,none,461248,461248,461264,5.1539,0.8642,0.0005,0.0003,4.6314,5.5462,7.2796,0.0521,0.1477,0.0,21.1172,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000052.log,.log,low,none,434186,434186,434202,5.145,0.7672,0.0006,0.0006,5.0525,5.5602,7.2233,0.0529,0.1265,0.0,21.393,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000053.log,.log,low,none,87041,87041,87057,5.1483,0.4271,0.0004,0.0004,4.4348,5.488,7.7844,0.0514,0.033,0.0,20.8365,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000054.log,.log,low,none,94081,94081,94097,5.1499,0.5986,0.0004,0.0007,4.4456,5.5621,7.2838,0.0517,0.0349,0.0,20.5759,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000055.log,.log,low,none,235156,235156,235172,5.1485,0.5734,0.0005,0.0005,5.1119,5.5976,7.3748,0.0524,0.0763,0.0,21.398,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000056.log,.log,low,none,266916,266916,266932,5.1459,0.6639,0.0003,0.0007,4.4506,5.5705,7.8476,0.0494,0.0835,0.0,21.303,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000057.log,.log,low,none,579272,579272,579288,5.1475,0.9756,0.0005,0.0005,4.4405,5.5512,7.2149,0.0525,0.2565,0.0,21.1114,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000058.log,.log,low,none,101140,101140,101156,5.1513,0.5809,0.0007,0.0004,5.0252,5.598,7.2606,0.0547,0.0372,0.0,21.1866,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000059.log,.log,low,none,329967,329967,329983,5.1484,0.8046,0.0003,0.0005,4.4872,5.6223,7.8373,0.0526,0.1,0.0,21.5568,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000060.log,.log,low,none,373526,373526,373542,5.1482,0.755,0.0007,0.0004,4.5927,5.636,7.4162,0.0521,0.113,0.0,21.2504,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000061.log,.log,low,none,293659,293659,293675,5.1467,0.6001,0.0003,0.0006,4.9284,5.5616,7.2555,0.0589,0.0903,0.0,21.1298,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000062.log,.log,low,none,455481,455481,455497,5.1392,0.8367,0.0003,0.0004,4.4555,5.5556,7.7837,0.0515,0.1369,0.0,21.4309,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000063.log,.log,low,none,379858,379858,379874,5.1468,0.8366,0.0007,0.0004,4.4727,5.5311,8.8571,0.0521,0.1202,0.0,22.4933,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000064.log,.log,low,none,213666,213666,213682,5.1483,0.6031,0.0003,0.0008,5.1066,5.6462,7.3626,0.0538,0.07,0.0,21.472,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000065.log,.log,low,none,258564,258564,258580,5.1466,0.546,0.0003,0.0004,4.456,5.5503,7.6669,0.052,0.0819,0.0,21.0184,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000066.log,.log,low,none,252181,252181,252197,5.146,0.615,0.0003,0.0004,4.4516,5.4866,7.2202,0.0598,0.0798,0.0,20.5486,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000067.log,.log,low,none,216518,216518,216534,5.1469,0.4393,0.0003,0.0006,4.898,5.5059,7.2067,0.0505,0.071,0.0,20.8422,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000068.log,.log,low,none,438081,438081,438097,5.1444,0.6638,0.0003,0.0006,4.4552,5.6077,7.8477,0.0525,0.1316,0.0,21.5412,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000069.log,.log,low,none,276157,276157,276173,5.1439,0.5541,0.0004,0.0008,4.4586,5.553,7.4112,0.0536,0.0972,0.0,20.7817,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000070.log,.log,low,none,172773,172773,172789,5.1468,0.4727,0.0004,0.0009,5.5628,5.6038,7.338,0.0598,0.0579,0.0,21.7498,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000071.log,.log,low,none,464613,464613,464629,5.1508,0.8298,0.0003,0.0007,4.5244,5.5021,7.6869,0.0517,0.1388,0.0,21.3684,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000072.log,.log,low,none,589403,589403,589419,5.15,0.8069,0.0003,0.0005,4.4636,5.5069,7.2646,0.0541,0.2111,0.0,20.9266,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000073.log,.log,low,none,358595,358595,358611,5.1422,0.6575,0.0006,0.0005,4.9503,5.6389,7.4096,0.0584,0.11,0.0,21.4664,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000074.log,.log,low,none,276349,276349,276365,5.1461,0.637,0.0003,0.0004,4.6064,5.6479,7.7048,0.0527,0.0959,0.0,21.3714,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000075.log,.log,low,none,147566,147566,147582,5.1436,0.5036,0.0004,0.0004,4.4645,5.7147,7.2954,0.0513,0.0579,0.0,20.7049,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000076.log,.log,low,none,376166,376166,376182,5.1475,0.73,0.0006,0.0003,4.9141,5.5091,7.2122,0.0591,0.1118,0.0,21.1858,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000077.log,.log,low,none,431226,431226,431242,5.15,0.7149,0.0004,0.0006,4.4323,5.5647,7.7281,0.0498,0.1277,0.0,21.2575,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000078.log,.log,low,none,98017,98017,98033,5.1478,0.5579,0.0003,0.0007,4.5232,5.6074,7.3782,0.0548,0.0461,0.0,20.8103,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000079.log,.log,low,none,610288,610288,610304,5.1401,0.842,0.0004,0.0004,4.9519,5.6367,7.4817,0.0513,0.2131,0.0,21.8201,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000080.log,.log,low,none,508102,508102,508118,5.1474,0.7885,0.0004,0.0005,4.5274,5.5476,7.6929,0.0502,0.1535,0.0,21.4358,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000081.log,.log,low,none,472037,472037,472053,5.1469,0.815,0.0003,0.0005,4.4441,5.486,7.2063,0.051,0.1489,0.0,20.7866,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000082.log,.log,low,none,361037,361037,361053,5.1464,0.6751,0.0006,0.0005,5.114,5.6654,7.3872,0.0525,0.1168,0.0,21.7011,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000083.log,.log,low,none,88512,88512,88528,5.1465,0.4332,0.0003,0.0008,4.6058,5.6914,8.2927,0.0524,0.0354,0.0,21.7914,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000084.log,.log,low,none,158757,158757,158773,5.1456,0.6155,0.0003,0.0006,4.5279,5.6197,7.4439,0.0498,0.0553,0.0,20.9678,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000085.log,.log,low,none,449864,449864,449880,5.1452,0.8335,0.0005,0.0004,4.5031,5.5106,7.2839,0.0537,0.1316,0.0,20.9796,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000086.log,.log,low,none,546695,546695,546711,5.1482,0.9153,0.0004,0.0007,4.5076,5.8626,7.389,0.0538,0.1695,0.0,21.5601,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000087.log,.log,low,none,594380,594380,594396,5.1429,1.0068,0.0003,0.0006,4.5876,6.3649,7.5931,0.058,0.1792,0.0,22.8655,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000088.log,.log,low,none,102825,102825,102841,5.1482,0.5371,0.0004,0.0005,4.5827,5.604,7.3698,0.0549,0.0376,0.0,20.8308,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000089.log,.log,low,none,534121,534121,534137,5.1462,0.9089,0.0003,0.0005,4.5194,6.1629,7.4609,0.0581,0.2219,0.0,24.305,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000090.log,.log,low,none,557112,557112,557128,5.1518,0.9722,0.0003,0.0008,4.8852,5.7043,8.1757,0.0529,0.1746,0.0,22.614,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000091.log,.log,low,none,344518,344518,344534,5.1512,0.7728,0.0006,0.0005,4.5855,5.6076,7.3981,0.0523,0.1171,0.0,21.1694,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000092.log,.log,low,none,325781,325781,325797,5.1524,0.5929,0.0004,0.0006,5.2118,5.6224,7.3012,0.0535,0.1013,0.0,21.5582,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000093.log,.log,low,none,656793,656793,656809,5.1442,1.1687,0.0006,0.0003,4.6481,5.6033,8.0948,0.0518,0.2576,0.0,22.4833,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000094.log,.log,low,none,179731,179731,179747,5.1458,0.5953,0.0004,0.0005,4.6391,5.761,7.7729,0.0536,0.1593,0.0,21.6479,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000095.log,.log,low,none,475668,475668,475684,5.1519,1.0417,0.0004,0.0005,5.3118,5.7243,7.5384,0.0553,0.3366,0.0,22.7121,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000096.log,.log,low,none,213370,213370,213386,5.1422,0.5196,0.0004,0.0081,4.651,5.8117,8.0951,0.0555,0.0699,0.0,21.8549,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000097.log,.log,low,none,15885,15885,15901,5.1541,0.367,0.0009,0.0004,4.6426,5.6983,7.6567,0.0625,0.0189,0.0,19.1194,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000098.log,.log,low,none,74761,74761,74777,5.1468,0.42,0.0007,0.0006,4.5904,5.666,7.3259,0.0538,0.0308,0.0,20.7312,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000099.log,.log,low,none,197203,197203,197219,5.1445,0.6969,0.0004,0.0005,4.5795,5.6434,7.4062,0.0532,0.0645,0.0513,21.1652,ok,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000100.log,.log,low,none,232733,232733,232749,5.1458,0.5818,0.0004,0.0004,4.5612,5.5944,7.3568,0.0593,0.0761,0.0,20.851,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000101.log,.log,low,none,205804,205804,205820,5.1454,0.6383,0.0006,0.0004,4.6734,5.6545,7.4485,0.0588,0.0667,0.0,21.207,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000102.log,.log,low,none,621890,621890,621906,5.1478,0.8888,0.0004,0.0005,4.6388,5.7199,7.4054,0.054,0.3217,0.0,21.8009,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000103.log,.log,low,none,641140,641140,641156,5.1526,0.9698,0.0003,0.0008,4.8481,6.0889,7.4386,0.0522,0.4424,0.0,22.5768,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000104.log,.log,low,none,180295,180295,180311,5.1506,0.6017,0.0003,0.0004,4.6191,5.622,7.3546,0.0517,0.1425,0.0,21.0501,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000105.log,.log,low,none,12500,12500,12516,5.14,0.3202,0.0003,0.0005,4.5077,5.6349,7.4226,0.0516,0.0124,0.0,18.4553,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000106.log,.log,low,none,55531,55531,55547,5.1486,0.2932,0.0004,0.0004,4.6574,5.711,7.4165,0.0532,0.0247,0.0,20.3917,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000107.log,.log,low,none,580733,580733,580749,5.1476,1.12,0.0006,0.0005,4.5629,6.3637,7.5079,0.0549,0.4219,0.0,22.7522,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000108.log,.log,low,none,536590,536590,536606,5.1443,0.8995,0.0004,0.0004,4.645,5.6871,7.3895,0.0529,0.1584,0.0,21.5131,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000109.log,.log,low,none,637992,637992,638008,5.1478,0.8499,0.0007,0.0004,4.5635,5.6384,8.9949,0.0534,0.2454,0.0,23.0216,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000110.log,.log,low,none,554169,554169,554185,5.1422,0.8844,0.0003,0.001,4.6556,5.6272,7.3158,0.0548,0.1723,0.0,21.355,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000111.log,.log,low,none,44300,44300,44316,5.1475,0.4216,0.0003,0.0007,4.5457,5.5923,7.3934,0.0543,0.022,0.0,19.861,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000112.log,.log,low,none,38939,38939,38955,5.1422,0.2617,0.0003,0.0008,4.5669,5.6068,7.6282,0.0477,0.0188,0.0,19.7198,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000113.log,.log,low,none,266564,266564,266580,5.1453,0.5585,0.0004,0.0004,4.5401,5.6137,7.7526,0.0501,0.083,0.0,21.2454,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000114.log,.log,low,none,253955,253955,253971,5.1511,0.6228,0.0007,0.0005,4.5379,5.552,7.3447,0.0512,0.0811,0.0,20.8073,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000115.log,.log,low,none,388708,388708,388724,5.1506,0.7931,0.0003,0.0008,4.5093,5.7079,7.5591,0.065,0.1195,0.0,21.4182,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000116.log,.log,low,none,378305,378305,378321,5.1557,0.937,0.0003,0.0004,4.7843,5.9968,7.585,0.0557,0.1289,0.0,22.1185,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000117.log,.log,low,none,270679,270679,270695,5.1494,0.6453,0.0003,0.0005,4.6023,5.6702,7.3095,0.0545,0.0924,0.0,21.0349,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000118.log,.log,low,none,238021,238021,238037,5.1465,0.5999,0.0006,0.0005,4.5402,5.6627,7.3911,0.0605,0.0748,0.0,20.9308,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000119.log,.log,low,none,425750,425750,425766,5.1544,0.8308,0.0007,0.0005,4.5793,5.688,7.4203,0.053,0.1292,0.0,21.3443,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000120.log,.log,low,none,61143,61143,61159,5.1439,0.5089,0.0004,0.0004,4.6092,5.6623,7.384,0.0563,0.0259,0.0,22.0115,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000121.log,.log,low,none,290425,290425,290441,5.1472,0.6767,0.0003,0.0008,4.8319,5.6612,7.3216,0.0539,0.095,0.0,21.2681,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000122.log,.log,low,none,343499,343499,343515,5.153,0.7324,0.0003,0.0005,4.5632,5.6414,7.2873,0.0531,0.1098,0.0,21.006,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000123.log,.log,low,none,519006,519006,519022,5.1492,0.9301,0.0003,0.0004,4.5754,5.6308,7.3539,0.0512,0.1627,0.0,21.3154,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000124.log,.log,low,none,156838,156838,156854,5.1424,0.5175,0.0004,0.0005,4.5091,5.5463,7.7674,0.0544,0.054,0.0,21.0918,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000125.log,.log,low,none,493405,493405,493421,5.1482,1.0057,0.0003,0.0006,4.6379,5.7041,7.5024,0.0648,0.1598,0.0,21.749,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000126.log,.log,low,none,507788,507788,507804,5.1469,0.8889,0.0003,0.0009,4.6271,5.7178,7.5079,0.0504,0.1499,0.0,21.5972,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000127.log,.log,low,none,338825,338825,338841,5.1474,0.7415,0.0007,0.0005,6.5479,6.6362,7.4067,0.0541,0.1033,0.0,24.1317,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000128.log,.log,low,none,292110,292110,292126,5.1475,0.684,0.0003,0.0005,4.5183,7.0476,7.3506,0.0619,0.0901,0.0,22.3777,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000129.log,.log,low,none,404746,404746,404762,5.1462,0.9111,0.0003,0.0005,4.6992,5.6965,7.3315,0.0562,0.121,0.0,22.4187,,2026-08-13T11:25:05
D2,B,python,0,20260801,d2_000130.log,.log,low,none,428059,428059,428075,5.1461,0.9646,0.0003,0.0008,4.8256,5.6627,7.3715,0.054,0.1276,0.0,21.6293,,2026-08-13T11:25:05
