corpus,config,kem,replicate,seed,file,extension,family,route,size_bytes,payload_bytes,cipher_bytes,entropy_bits_per_byte,t_io_ms,t_entropy_ms,t_compress_ms,t_kem_keygen_ms,t_kem_encaps_ms,t_kem_decaps_ms,t_kdf_ms,t_aes_encrypt_ms,t_aes_decrypt_ms,t_total_ms,verified,timestamp
D1,B,python,0,20260801,0000001077-0000000000.log,.log,low,none,65550,65550,65566,5.8017,0.0362,0.0002,0.0003,4.3941,5.5149,7.2103,0.0188,0.0198,0.0,19.6558,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001078-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.026,0.0002,0.0003,4.3904,5.5091,7.1891,0.0171,0.0048,0.0,17.2354,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001078-0000000000.log,.log,low,none,76884,76884,76900,5.6975,0.0391,0.0001,0.0003,4.3962,5.5122,7.2031,0.0157,0.0234,0.0,19.652,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001079-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0256,0.0001,0.0003,4.3941,5.5074,7.2169,0.0169,0.0043,0.0,17.2608,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001079-0000000000.log,.log,low,none,76884,76884,76900,5.6975,0.0343,0.0001,0.0003,4.3723,5.5142,7.2118,0.0213,0.0242,0.0,19.6156,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001080-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0295,0.0001,0.0003,4.4011,5.5059,7.2173,0.0179,0.0044,0.0,17.2731,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001080-0000000000.log,.log,low,none,76884,76884,76900,5.6976,0.0398,0.0001,0.0003,4.3843,7.1441,7.2183,0.0377,0.0258,0.0,21.2884,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001081-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0332,0.0003,0.0003,4.3882,5.5253,7.2039,0.0203,0.0051,0.0,17.278,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001081-0000000000.log,.log,low,none,76884,76884,76900,5.6974,0.0469,0.0001,0.0003,4.3971,5.4857,7.2019,0.0169,0.0215,0.0,19.6289,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001082-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0258,0.0003,0.0003,4.3772,5.4906,7.1994,0.0172,0.0041,0.0,17.2114,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001082-0000000000.log,.log,low,none,76884,76884,76900,5.6975,0.0384,0.0001,0.0003,4.3811,5.4955,7.2052,0.0155,0.0261,0.0,19.6096,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001083-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0246,0.0001,0.0003,4.3948,5.5171,7.2049,0.0189,0.0055,0.0,17.2635,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001083-0000000000.log,.log,low,none,76884,76884,76900,5.6975,0.0381,0.0002,0.0003,4.4103,5.5094,7.2063,0.0252,0.0251,0.0,19.6588,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001084-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0343,0.0003,0.0004,4.3949,5.5321,7.2471,0.0309,0.0075,0.0,17.3603,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001084-0000000000.log,.log,low,none,76884,76884,76900,5.6974,0.0538,0.0003,0.0005,4.3932,5.5195,7.2111,0.0198,0.0237,0.0,19.6471,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001085-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0289,0.0005,0.0003,4.3831,5.536,7.2189,0.0208,0.0055,0.0,17.2941,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001085-0000000000.log,.log,low,none,76884,76884,76900,5.6976,0.0423,0.0003,0.0003,4.377,5.5156,7.2291,0.0208,0.0235,0.0,19.6454,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001086-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0286,0.0001,0.0004,4.3992,5.5318,7.2335,0.0219,0.0052,0.0,17.3195,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001086-0000000000.log,.log,low,none,76884,76884,76900,5.6971,0.0403,0.0002,0.0003,4.4211,5.5266,7.2222,0.02,0.0215,0.0,19.7216,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001087-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0277,0.0002,0.0003,4.3989,5.5331,7.2337,0.0199,0.0044,0.0,17.3151,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001087-0000000000.log,.log,low,none,76884,76884,76900,5.6976,0.0381,0.0002,0.0003,4.3898,5.5121,7.2114,0.0162,0.0204,0.0,19.6185,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001088-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0233,0.0001,0.0002,4.3865,5.5253,7.252,0.0345,0.0085,0.0,17.3475,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001088-0000000000.log,.log,low,none,76884,76884,76900,5.6975,0.0584,0.0004,0.0003,4.406,5.5313,7.2593,0.0376,0.0265,0.0,19.8104,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001089-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0343,0.0003,0.0004,4.4142,5.5797,7.26,0.03,0.0057,0.0,17.4301,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001089-0000000000.log,.log,low,none,77350,77350,77366,5.7047,0.0466,0.0004,0.0003,4.4047,5.4895,7.2192,0.0199,0.0244,0.0,19.6503,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001090-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0298,0.0004,0.0003,4.387,5.5243,7.2463,0.0204,0.0043,0.0,17.3107,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001090-0000000000.log,.log,low,none,76884,76884,76900,5.7022,0.0391,0.0002,0.0003,4.4039,5.5237,7.2385,0.0188,0.023,0.0,19.6786,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001091-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0287,0.0003,0.0003,4.3967,5.4975,7.2067,0.017,0.004,0.0,17.2471,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001091-0000000000.log,.log,low,none,76884,76884,76900,5.7022,0.037,0.0002,0.0003,4.4047,5.5266,7.2294,0.0163,0.0226,0.0,19.6485,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001092-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.024,0.0003,0.0004,4.3769,5.5143,7.2247,0.0156,0.004,0.0,17.2556,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001092-0000000000.log,.log,low,none,76884,76884,76900,5.7021,0.037,0.0002,0.0003,4.3952,5.5372,7.2417,0.0193,0.0224,0.0,19.6977,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001093-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0259,0.0002,0.0003,4.3962,5.5269,7.242,0.0177,0.0042,0.0,17.3105,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001093-0000000000.log,.log,low,none,76884,76884,76900,5.7023,0.0378,0.0002,0.0003,4.4102,5.5061,7.227,0.0227,0.0209,0.0,19.7048,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001094-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0245,0.0002,0.0003,4.3999,6.0064,7.2735,0.0428,0.008,0.0,17.874,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001094-0000000000.log,.log,low,none,76884,76884,76900,5.7024,0.0575,0.0007,0.0003,4.3987,5.527,7.2311,0.0218,0.0225,0.0,19.7626,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001095-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.028,0.0004,0.0002,4.3691,5.505,7.222,0.0268,0.0066,0.0,17.2626,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001095-0000000000.log,.log,low,none,76884,76884,76900,5.7021,0.043,0.0002,0.0003,4.3921,5.5327,7.2102,0.0178,0.0214,0.0,19.678,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001096-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0255,0.0005,0.0003,4.3698,5.4971,7.2281,0.0169,0.0044,0.0,17.2388,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001096-0000000000.log,.log,low,none,76884,76884,76900,5.7019,0.036,0.0002,0.0003,4.3658,5.5226,7.2281,0.0164,0.0211,0.0,19.6239,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001097-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0297,0.0002,0.0003,4.3974,5.5197,7.2282,0.0167,0.0038,0.0,17.2985,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001097-0000000000.log,.log,low,none,76884,76884,76900,5.7019,0.036,0.0002,0.0004,4.3727,5.5225,7.2328,0.0289,0.0273,0.0,19.6635,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001098-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0386,0.0006,0.0003,4.4305,5.5119,7.2354,0.0353,0.0057,0.0,17.3629,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001098-0000000000.log,.log,low,none,76884,76884,76900,5.7018,0.0441,0.0002,0.0002,4.4115,5.5273,7.207,0.0268,0.0244,0.0,19.7018,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001099-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0302,0.0004,0.0003,4.4075,5.5236,7.2306,0.0191,0.0044,0.0,17.314,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001099-0000000000.log,.log,low,none,76884,76884,76900,5.7003,0.0368,0.0002,0.0004,4.3826,5.52,7.2245,0.0163,0.0211,0.0,19.6453,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001100-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0234,0.0002,0.0003,4.4035,5.5035,7.2167,0.016,0.004,0.0,17.2726,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001100-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0333,0.0002,0.0003,4.3874,5.5328,7.2317,0.0204,0.0228,0.0,19.6701,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001101-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0321,0.0002,0.0003,4.3906,5.4813,7.2085,0.0173,0.0045,0.0,17.2307,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001101-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0406,0.0002,0.0003,4.3798,5.5159,7.2411,0.0165,0.0216,0.0,19.6535,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001102-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0265,0.0002,0.0003,4.3982,5.4968,7.2017,0.0228,0.0044,0.0,17.2471,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001102-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.032,0.0001,0.0003,4.3661,5.504,7.2259,0.0155,0.0208,0.0,19.6083,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001103-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0231,0.0002,0.0003,4.3838,5.4958,7.2114,0.0191,0.0047,0.0,17.2355,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001103-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0435,0.0002,0.0003,4.3848,5.5184,7.2384,0.0183,0.0229,0.0,19.6714,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001104-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0264,0.0003,0.0003,4.3924,5.5118,7.2337,0.0156,0.0037,0.0,17.2783,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001104-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0354,0.0001,0.0004,4.3991,5.5132,7.2176,0.0181,0.0212,0.0,19.6445,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001105-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0246,0.0001,0.0003,4.3712,5.5108,7.2396,0.021,0.0055,0.0,17.2742,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001105-0000000000.log,.log,low,none,76884,76884,76900,5.7001,0.0411,0.0002,0.0005,4.3966,5.5019,7.2437,0.0182,0.0219,0.0,19.699,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001106-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0278,0.0002,0.0003,4.3861,5.5182,7.2248,0.0201,0.005,0.0,17.2822,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001106-0000000000.log,.log,low,none,76884,76884,76900,5.7003,0.0393,0.0003,0.0003,4.3852,5.5056,8.8389,0.0337,0.0258,0.0,21.2801,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001107-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0357,0.0003,0.0003,4.3814,5.5116,7.2181,0.0242,0.0053,0.0,17.2783,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001107-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0406,0.0003,0.0002,4.3818,5.5281,7.2139,0.0185,0.0237,0.0,19.6421,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001108-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0262,0.0002,0.0002,4.3938,5.5174,7.2373,0.0212,0.0049,0.0,17.3,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001108-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0415,0.0002,0.0003,4.3662,5.5365,7.2406,0.0258,0.0263,0.0322,19.7683,ok,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001109-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0303,0.0008,0.0003,4.3804,5.5108,7.2397,0.0213,0.0048,0.0,17.2862,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001109-0000000000.log,.log,low,none,76884,76884,76900,5.7001,0.0362,0.0001,0.0003,4.3755,5.5142,7.2184,0.0205,0.0235,0.0,19.6235,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001110-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0295,0.0002,0.0003,4.4107,5.5236,7.2253,0.0369,0.0079,0.0,17.3512,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001110-0000000000.log,.log,low,none,76884,76884,76900,5.7003,0.0582,0.0003,0.0003,4.3876,5.503,7.2067,0.0287,0.0259,0.0,19.6742,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001111-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0367,0.0003,0.0003,4.3807,5.5266,7.2302,0.0192,0.004,0.0,17.2955,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001111-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0393,0.0004,0.0002,4.3806,5.5264,7.2458,0.0356,0.0289,0.0,19.7198,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001112-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0446,0.0003,0.0002,4.4141,5.515,7.2698,0.031,0.0064,0.0,17.3932,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001112-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0526,0.0003,0.0005,4.408,5.5058,7.239,0.0242,0.0248,0.0,19.7711,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001113-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0304,0.0002,0.0003,4.3921,5.509,7.2006,0.0209,0.0055,0.0,17.2549,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001113-0000000000.log,.log,low,none,76884,76884,76900,5.7002,0.0396,0.0001,0.0004,4.3907,5.5047,7.2027,0.0182,0.0214,0.0,19.5983,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001114-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0246,0.0001,0.0003,4.3821,5.4909,7.2179,0.0215,0.0046,0.0,17.2418,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001114-0000000000.log,.log,low,none,76884,76884,76900,5.7017,0.0411,0.0001,0.0002,4.3741,5.5144,7.2097,0.0153,0.0218,0.0,19.5994,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001115-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0233,0.0002,0.0002,4.3794,5.568,7.5199,0.0345,0.0073,0.0,17.6431,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001115-0000000000.log,.log,low,none,76884,76884,76900,5.7018,0.0441,0.0004,0.0002,4.4067,5.5262,7.2249,0.0255,0.0271,0.0,19.685,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001116-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0315,0.0003,0.0003,4.3883,5.5213,7.2178,0.019,0.005,0.0,17.2815,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001116-0000000000.log,.log,low,none,76884,76884,76900,5.7019,0.0378,0.0002,0.0003,4.3927,5.5068,7.2163,0.0164,0.0219,0.0,19.6162,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001117-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0245,0.0003,0.0003,4.3762,5.5086,7.2061,0.0171,0.0039,0.0,17.2312,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001117-0000000000.log,.log,low,none,76884,76884,76900,5.7016,0.036,0.0002,0.0004,4.3846,5.5168,7.2186,0.0172,0.0219,0.0,19.6439,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001118-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0245,0.0003,0.0003,4.392,5.5026,7.2212,0.0177,0.0042,0.0,17.2574,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001118-0000000000.log,.log,low,none,76884,76884,76900,5.7019,0.037,0.0001,0.0003,4.3771,5.5156,7.2125,0.0163,0.0222,0.0,19.6047,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001119-0000000000.json,.json,low,none,1978,1978,1994,3.3028,0.0237,0.0002,0.0003,4.3746,5.475,7.2086,0.0176,0.0044,0.0,17.2104,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001119-0000000000.log,.log,low,none,76884,76884,76900,5.7006,0.0379,0.0002,0.0003,4.3595,5.5025,7.2133,0.0183,0.0227,0.0,19.5833,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001120-0000000000.json,.json,low,none,2916,2916,2932,3.3668,0.0266,0.0002,0.0003,4.4019,5.9611,7.2516,0.0387,0.0088,0.0,17.8339,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001120-0000000000.log,.log,low,none,76884,76884,76900,5.7009,0.0534,0.0003,0.0003,4.3766,5.5319,7.2273,0.0207,0.0239,0.0,19.6969,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001121-0000000000.json,.json,low,none,2894,2894,2910,3.3599,0.0264,0.0002,0.0003,4.3706,5.5123,7.2223,0.02,0.005,0.0,17.287,,2026-08-13T09:47:24
D1,B,python,0,20260801,0000001121-0000000000.log,.log,low,none,76884,76884,76900,5.7011,0.0369,0.0002,0.0005,4.3707,5.4874,7.2015,0.0233,0.0263,0.0,19.6192,,2026-08-13T09:47:24
